timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627581289154,385,HTTP Request Poster Img,200,OK,Thread Group 1-45,bin,true,,255880,163,31,31,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,125,0,76
1627581289155,388,HTTP Request Poster Img,200,OK,Thread Group 1-34,bin,true,,369044,163,30,30,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,110,0,75
1627581289155,391,HTTP Request Poster Img,200,OK,Thread Group 1-47,bin,true,,262300,163,29,29,http://sustentable-poster-pre.flow.com.ar/img/default/10009493.jpg,111,0,74
1627581289149,397,HTTP Request Poster Img,200,OK,Thread Group 1-2,bin,true,,283840,163,29,29,http://sustentable-poster-pre.flow.com.ar/img/default/10000509.jpg,117,0,81
1627581289154,393,HTTP Request Poster Img,200,OK,Thread Group 1-1,bin,true,,369044,163,27,27,http://sustentable-poster-pre.flow.com.ar/img/default/10003385.jpg,111,0,76
1627581289155,397,HTTP Request Poster Img,200,OK,Thread Group 1-21,bin,true,,140157,163,26,26,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,123,0,75
1627581289153,403,HTTP Request Poster Img,200,OK,Thread Group 1-35,bin,true,,306106,163,25,25,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,113,0,76
1627581289154,403,HTTP Request Poster Img,200,OK,Thread Group 1-19,bin,true,,249048,163,25,25,http://sustentable-poster-pre.flow.com.ar/img/default/10009534.jpg,112,0,76
1627581289153,404,HTTP Request Poster Img,200,OK,Thread Group 1-49,bin,true,,140157,163,25,25,http://sustentable-poster-pre.flow.com.ar/img/default/10009797.jpg,126,0,77
1627581289153,407,HTTP Request Poster Img,200,OK,Thread Group 1-44,bin,true,,283840,163,22,22,http://sustentable-poster-pre.flow.com.ar/img/default/10000509.jpg,113,0,76
1627581289153,409,HTTP Request Poster Img,200,OK,Thread Group 1-50,bin,true,,255880,163,21,21,http://sustentable-poster-pre.flow.com.ar/img/default/10010188.jpg,113,0,77
1627581289153,411,HTTP Request Poster Img,200,OK,Thread Group 1-25,bin,true,,306106,163,20,20,http://sustentable-poster-pre.flow.com.ar/img/default/10009487.jpg,125,0,77
